properties_doc_report.gender,properties_doc_report.document_type,properties_doc_report.date_of_expiry,properties_doc_report.issuing_country,properties_doc_report.nationality,properties_doc_report.issuing_date,properties_doc_report.issuing_state,properties_doc_report.document_version,created_at_doc_report,result_doc_report,conclusive_document_quality_result
Male,national_identity_card,2020-01-09,ESP,ESP,,,,2017-07-01 00:43:46,clear,
Male,passport,2026-02-12,GBR,GBR,,,,2017-07-01 07:12:50,clear,
Female,driving_licence,2022-01-06,GBR,,,,,2017-07-01 08:38:21,clear,
Female,passport,2023-02-23,BEL,BEL,,,,2017-07-01 09:11:46,clear,
Male,national_identity_card,2025-08-25,LTU,LTU,,,,2017-07-01 09:13:05,clear,
Female,driving_licence,2017-09-14,BGR,,,,,2017-07-01 09:49:43,clear,
Female,passport,2023-06-19,FRA,FRA,,,,2017-07-01 10:09:16,clear,
Male,driving_licence,2023-01-02,GBR,,,,,2017-07-01 10:45:30,clear,
Male,driving_licence,2026-06-03,GBR,,,,,2017-07-01 11:07:34,clear,
Male,driving_licence,2018-04-09,GBR,,,,,2017-07-01 11:08:40,clear,
Male,national_identity_card,2017-09-24,PRT,PRT,,,,2017-07-01 11:33:42,clear,
,driving_licence,2021-07-21,ESP,,,,,2017-07-01 12:16:41,clear,
Male,driving_licence,2023-02-22,GBR,,,,,2017-07-01 12:21:41,clear,
Male,driving_licence,2024-05-14,GBR,,,,,2017-07-01 12:32:22,clear,
Male,national_identity_card,2020-04-01,LTU,LTU,,,,2017-07-01 12:33:50,clear,
Male,national_identity_card,2018-01-16,LTU,LTU,,,,2017-07-01 12:45:18,clear,
Male,driving_licence,2025-06-04,GBR,,,,,2017-07-01 13:29:56,clear,
Male,national_identity_card,,FRA,,2009-02,,,2017-07-01 13:41:16,clear,
Male,national_identity_card,,FRA,,2001-02,,,2017-07-01 13:44:48,clear,
Female,passport,2018-02-24,IRL,IRL,,,,2017-07-01 14:02:19,clear,
Female,driving_licence,2025-07-17,GBR,,,,,2017-07-01 15:00:39,clear,
Female,driving_licence,2024-05-14,GBR,,,,,2017-07-01 15:41:32,clear,
,driving_licence,2024-06-29,IRL,,,,,2017-07-01 16:08:09,clear,
Male,passport,2024-12-01,IRL,IRL,,,,2017-07-01 16:22:42,clear,
Female,passport,2018-06-03,IRL,IRL,,,,2017-07-01 16:40:45,clear,
Female,national_identity_card,2026-10-19,SI<,SI<,,,,2017-07-01 18:50:50,clear,
Female,passport,2018-12-03,ROU,ROU,,,,2017-07-01 19:32:24,clear,
Female,passport,2020-01-27,IRL,IRL,,,,2017-07-01 19:39:07,clear,
Male,passport,2021-01-20,MAR,MAR,,,,2017-07-01 19:50:53,clear,
,driving_licence,,POL,,,,,2017-07-01 20:36:48,clear,
Male,driving_licence,2023-12-11,GBR,,,,,2017-07-02 07:09:26,clear,
Male,driving_licence,2018-12-01,GBR,,,,,2017-07-02 09:13:15,clear,
Female,passport,2019-08-08,IRL,IRL,,,,2017-07-02 09:54:47,clear,
Male,passport,2026-01-03,FRA,FRA,,,,2017-07-02 10:51:13,clear,
Male,passport,2018-06-09,ITA,ITA,,,,2017-07-02 13:17:30,clear,
,driving_licence,2028-01-22,DEU,,,,,2017-07-02 15:08:52,clear,
Female,passport,2019-10-02,POL,POL,,,,2017-07-02 16:00:10,clear,
Female,driving_licence,2020-02-23,GBR,,,,,2017-07-02 17:13:31,clear,
Male,national_identity_card,2019-10-02,SVN,SVN,,,,2017-07-02 18:05:03,clear,
Female,national_identity_card,,FRA,,2010-06,,,2017-07-02 18:14:37,clear,
Female,driving_licence,2026-01-18,GBR,,,,,2017-07-02 18:23:49,clear,
Male,driving_licence,2019-04-28,GBR,,,,,2017-07-02 19:31:07,clear,
Male,driving_licence,2021-03-17,GBR,,,,,2017-07-02 20:06:29,clear,
Female,driving_licence,2021-05-24,GBR,,,,,2017-07-02 20:21:34,clear,
Female,national_identity_card,2021-01-31,ESP,ESP,,,,2017-07-02 20:22:47,clear,
Male,passport,2027-06-01,NLD,NLD,,,,2017-07-02 22:06:33,clear,
Male,passport,2021-11-12,PRT,PRT,,,,2017-07-02 22:51:32,clear,
Female,driving_licence,2025-07-10,GBR,,,,,2017-07-02 23:22:09,clear,
Male,national_identity_card,2021-04-12,ESP,ESP,,,,2017-07-03 07:08:04,clear,
Male,passport,2026-04-15,HRV,HRV,,,,2017-07-03 08:01:38,clear,
Male,driving_licence,2026-12-07,GBR,,,,,2017-07-03 08:04:11,clear,
,driving_licence,2025-02-23,ESP,,,,,2017-07-03 08:21:28,clear,
Male,driving_licence,2023-04-23,GBR,,,,,2017-07-03 09:02:29,clear,
Male,national_identity_card,2027-01-02,ESP,ESP,,,,2017-07-03 09:51:29,clear,
Male,driving_licence,2023-03-27,GBR,,,,,2017-07-03 10:38:32,clear,
Male,passport,2020-06-28,ITA,ITA,,,,2017-07-03 12:03:37,clear,
Female,national_identity_card,2017-07-11,GIB,GBR,,,,2017-07-03 12:15:07,clear,
Male,national_identity_card,2024-09-09,POL,POL,,,,2017-07-03 12:36:08,clear,
Male,driving_licence,2025-09-02,GBR,,,,,2017-07-03 13:04:56,clear,
,driving_licence,1983-01-13,PRT,,,,,2017-07-03 13:49:29,consider,
Male,passport,2022-03-22,GBR,GBR,,,,2017-07-03 14:08:27,clear,
Female,passport,2026-09-15,FRA,FRA,,,,2017-07-03 14:25:30,clear,
Male,national_identity_card,2024-11-13,NLD,NLD,,,,2017-07-03 14:43:57,clear,
Male,national_identity_card,,FRA,,2013-04,,,2017-07-03 14:53:51,clear,
Female,driving_licence,2021-08-28,GBR,,,,,2017-07-03 15:34:42,clear,
,national_identity_card,,GRC,,,,,2017-07-03 16:18:42,clear,
Male,driving_licence,2024-03-06,GBR,,,,,2017-07-03 18:21:04,clear,
Male,passport,2020-01-04,FRA,FRA,,,,2017-07-03 18:39:44,clear,
,driving_licence,2018-04-15,LTU,,,,,2017-07-03 19:53:37,clear,
Male,national_identity_card,2025-07-30,LTU,LTU,,,,2017-07-03 20:11:43,clear,
Female,driving_licence,2026-08-05,GBR,,,,,2017-07-03 20:22:49,clear,
Female,passport,2020-05-24,GBR,GBR,,,,2017-07-03 20:24:10,clear,
Male,passport,2017-11-26,IND,IND,,,,2017-07-03 21:06:19,clear,
,driving_licence,,POL,,,,,2017-07-03 21:40:04,clear,
Male,national_identity_card,2020-07-06,CYP,,,,,2017-07-04 01:41:38,clear,
Male,passport,2018-06-07,DEU,DEU,,,,2017-07-04 05:45:43,consider,
Male,national_identity_card,,FRA,,2008-09,,,2017-07-04 06:14:55,clear,
Male,driving_licence,2022-05-27,GBR,,,,,2017-07-04 07:32:56,clear,
Male,passport,2022-12-20,GBR,GBR,,,,2017-07-04 07:39:09,clear,
Male,passport,2027-04-27,GBR,GBR,,,,2017-07-04 08:33:31,clear,
Male,passport,2026-11-02,CAN,CAN,,,,2017-07-04 09:01:36,clear,
Male,national_identity_card,,FRA,,2009-01,,,2017-07-04 09:22:05,clear,
,driving_licence,2024-04-30,ITA,,,,,2017-07-04 09:59:54,clear,
Female,passport,2022-01-27,CHN,CHN,,,,2017-07-04 10:15:18,clear,
,driving_licence,2025-04-02,IRL,,,,,2017-07-04 11:16:08,clear,
Female,passport,2019-04-20,GBR,GBR,,,,2017-07-04 12:02:54,clear,
,driving_licence,2019-08-06,IRL,,,,,2017-07-04 12:21:10,clear,
Female,driving_licence,2020-06-14,GBR,,,,,2017-07-04 12:54:13,clear,
,driving_licence,2027-02-12,GBR,,,,,2017-07-04 13:03:15,clear,
Male,driving_licence,2023-09-25,GBR,,,,,2017-07-04 13:14:25,clear,
,driving_licence,2025-07-11,GBR,,,,,2017-07-04 13:50:22,clear,
Male,passport,2024-12-19,GBR,GBR,,,,2017-07-04 14:04:31,clear,
,driving_licence,,DEU,,,,,2017-07-04 15:12:55,clear,
Male,passport,2023-07-15,GBR,GBR,,,,2017-07-04 15:30:36,clear,
Male,national_identity_card,2026-05-12,POL,POL,,,,2017-07-04 15:45:34,clear,
Female,driving_licence,2022-01-11,GBR,,,,,2017-07-04 16:33:59,clear,
,driving_licence,,AUT,,,,,2017-07-04 17:25:09,clear,
Male,national_identity_card,2022-03-24,ESP,ESP,,,,2017-07-04 17:30:57,clear,
Male,passport,2017-03-30,GRC,GRC,,,,2017-07-04 17:32:58,consider,
Female,driving_licence,2018-09-09,GBR,,,,,2017-07-04 17:56:28,clear,
Male,passport,2024-08-06,GBR,GBR,,,,2017-07-04 18:05:35,clear,
Female,passport,2020-03-29,CHL,CHL,,,,2017-07-04 18:16:53,clear,
,driving_licence,2023-03-04,GBR,,,,,2017-07-04 18:48:52,clear,
Female,national_identity_card,2022-10-31,POL,POL,,,,2017-07-04 20:12:34,clear,
Male,driving_licence,2021-08-10,GBR,,,,,2017-07-04 23:01:34,clear,
Male,passport,2026-04-19,DEU,DEU,,,,2017-07-04 23:15:47,clear,
Male,driving_licence,2026-01-24,GBR,,,,,2017-07-05 06:18:00,clear,
Male,national_identity_card,2018-07-29,POL,POL,,,,2017-07-05 07:34:07,clear,
Female,passport,2026-05-22,GBR,GBR,,,,2017-07-05 08:03:07,clear,
Female,driving_licence,2025-10-07,GBR,,,,,2017-07-05 08:33:29,clear,
,driving_licence,2020-11-24,GBR,,,,,2017-07-05 08:56:46,clear,
Male,driving_licence,2026-04-12,GBR,,,,,2017-07-05 09:40:51,clear,
Male,passport,2019-09-17,GBR,GBR,,,,2017-07-05 10:09:44,clear,
Male,driving_licence,2027-06-23,GBR,,,,,2017-07-05 10:38:19,clear,
Male,driving_licence,2022-04-24,GBR,,,,,2017-07-05 10:40:23,clear,
,driving_licence,2026-11-29,IRL,,,,,2017-07-05 10:43:25,clear,
Male,national_identity_card,2019-05-04,LTU,LTU,,,,2017-07-05 10:55:26,clear,
Female,passport,2021-06-02,IRL,IRL,,,,2017-07-05 11:07:42,clear,
Female,national_identity_card,2019-11-26,ESP,ESP,,,,2017-07-05 11:31:41,clear,
Male,national_identity_card,,FRA,,2010-03,,,2017-07-05 11:53:53,clear,
,driving_licence,2017-11-12,AUS,,,NSW,,2017-07-05 14:19:32,clear,
Female,passport,2019-08-21,GBR,GBR,,,,2017-07-05 15:39:16,clear,
Male,passport,2027-04-23,FRA,FRA,,,,2017-07-05 15:43:49,clear,
Male,national_identity_card,2023-08-02,SVN,SVN,,,,2017-07-05 16:06:44,clear,
Male,passport,2017-12-30,ITA,ITA,,,,2017-07-05 16:22:50,clear,
Male,driving_licence,2021-06-10,GBR,,,,,2017-07-05 16:39:22,clear,
Female,passport,2020-08-23,GBR,GBR,,,,2017-07-05 16:41:08,clear,
Male,passport,2022-05-24,IRL,IRL,,,,2017-07-05 17:21:16,clear,
Female,driving_licence,2027-06-27,GBR,,,,,2017-07-05 18:03:38,clear,
Male,passport,2019-09-17,GRC,GRC,,,,2017-07-05 18:22:05,clear,
Male,driving_licence,2020-06-22,AUS,,,QLD,,2017-07-05 18:22:11,clear,
Male,passport,2018-06-10,GBR,GBR,,,,2017-07-05 18:43:40,clear,
Male,driving_licence,2020-04-14,GBR,,,,,2017-07-05 19:01:57,clear,
,driving_licence,2021-07-24,IRL,,,,,2017-07-05 22:10:31,clear,
Male,national_identity_card,2019-12-03,LTU,LTU,,,,2017-07-06 04:57:15,clear,
Male,national_identity_card,,FRA,,2017-03,,,2017-07-06 05:13:24,clear,
Male,driving_licence,2020-07-26,GBR,,,,,2017-07-06 06:19:13,clear,
,driving_licence,2026-01-12,ESP,,,,,2017-07-06 07:22:33,clear,
Male,national_identity_card,2020-06-18,POL,POL,,,,2017-07-06 08:21:52,clear,
Male,national_identity_card,2019-04-29,HUN,HUN,,,,2017-07-06 08:26:11,clear,
,driving_licence,,POL,,,,,2017-07-06 08:38:46,clear,
Female,passport,2023-10-15,ITA,ITA,,,,2017-07-06 09:24:39,clear,
Male,national_identity_card,2021-07-27,POL,POL,,,,2017-07-06 09:56:20,clear,
Female,national_identity_card,2025-07-01,NLD,NLD,,,,2017-07-06 10:26:50,clear,
Female,driving_licence,2024-07-09,GBR,,,,,2017-07-06 11:14:33,clear,
Male,passport,2019-04-26,GBR,GBR,,,,2017-07-06 11:34:56,clear,
Female,passport,2027-04-12,FRA,FRA,,,,2017-07-06 12:19:14,clear,
Female,driving_licence,2017-09-20,GBR,,,,,2017-07-06 12:21:46,clear,
,driving_licence,2030-06-24,FRA,,2015-06-24,,,2017-07-06 12:52:49,clear,
Female,driving_licence,2020-02-16,GBR,,,,,2017-07-06 13:20:33,clear,
,driving_licence,2023-08-23,ROU,,,,,2017-07-06 13:24:21,clear,
Female,driving_licence,2026-03-09,GBR,,,,,2017-07-06 14:18:57,clear,
Male,national_identity_card,2019-02-17,PRT,PRT,,,,2017-07-06 14:55:13,clear,
,driving_licence,2024-05-09,SVN,,,,,2017-07-06 15:02:04,clear,
Female,national_identity_card,2021-05-02,PRT,PRT,,,,2017-07-06 16:47:43,clear,
Female,passport,2027-04-27,FRA,FRA,,,,2017-07-06 16:53:13,consider,
Male,national_identity_card,2026-05-10,POL,POL,,,,2017-07-06 17:20:06,clear,
Male,driving_licence,2023-10-29,GBR,,,,,2017-07-06 17:29:33,clear,
Female,passport,2026-04-04,NZL,NZL,,,,2017-07-06 17:31:55,clear,
Male,driving_licence,2022-09-24,GBR,,,,,2017-07-06 17:41:19,clear,
Female,national_identity_card,2027-03-27,SVN,SVN,,,,2017-07-06 17:48:11,clear,
,national_identity_card,,CHE,,,,,2017-07-06 21:00:13,clear,
Female,driving_licence,2019-10-22,GBR,,,,,2017-07-06 22:28:07,clear,
,driving_licence,,FRA,,2009-03-17,,,2017-07-07 00:32:57,clear,
Male,passport,2027-05-02,FRA,FRA,,,,2017-07-07 01:36:55,clear,
Male,national_identity_card,2026-03-31,POL,,,,,2017-07-07 03:54:30,clear,
,driving_licence,2024-08-15,ITA,,,,,2017-07-07 06:43:48,clear,
Male,driving_licence,2019-06-05,GBR,,,,,2017-07-07 07:36:39,clear,
,driving_licence,2020-02-17,ITA,,,,,2017-07-07 07:48:15,clear,
Male,national_identity_card,,FRA,,2014-10,,,2017-07-07 08:34:43,clear,
,driving_licence,,PRT,,,,,2017-07-07 09:26:46,clear,
Male,passport,2021-05-24,AUT,AUT,,,,2017-07-07 10:30:30,clear,
Female,driving_licence,2020-09-07,GBR,,,,,2017-07-07 10:49:01,clear,
Female,driving_licence,2018-07-07,GBR,,,,,2017-07-07 10:52:07,clear,
Male,driving_licence,2027-06-21,GBR,,,,,2017-07-07 11:19:44,clear,
Male,passport,2027-02-06,IRL,IRL,,,,2017-07-07 11:32:11,clear,
Female,driving_licence,2026-04-12,GBR,,,,,2017-07-07 11:33:25,clear,
Male,national_identity_card,2021-05-17,ESP,ESP,,,,2017-07-07 12:38:48,clear,
Male,national_identity_card,2021-12-22,PRT,,,,,2017-07-07 13:55:51,clear,
,driving_licence,,POL,,,,,2017-07-07 14:48:39,clear,
Female,national_identity_card,,FRA,,2011-07,,,2017-07-07 15:44:45,clear,
Male,passport,2026-02-10,FRA,FRA,,,,2017-07-07 15:56:25,clear,
Male,national_identity_card,2019-07-29,HRV,HRV,,,,2017-07-07 16:40:06,clear,
Male,driving_licence,2017-03-05,GBR,,,,,2017-07-07 16:54:07,consider,
Female,national_identity_card,,FRA,,2011-01,,,2017-07-07 17:11:02,clear,
,driving_licence,2026-06-30,HUN,,,,,2017-07-07 17:18:18,clear,
Female,national_identity_card,,FRA,,2016-10,,,2017-07-07 18:11:41,clear,
Male,national_identity_card,,FRA,,2006-03,,,2017-07-07 18:52:19,clear,
,driving_licence,2030-07-21,FRA,,2015-07-21,,,2017-07-07 22:42:40,clear,
Male,driving_licence,2018-02-18,GBR,,,,,2017-07-07 23:01:06,clear,
Male,national_identity_card,2017-10-30,LTU,LTU,,,,2017-07-07 23:05:22,clear,
Female,passport,2019-01-27,PRT,PRT,,,,2017-07-08 07:34:29,clear,
,driving_licence,2032-05-30,GRC,,,,,2017-07-08 07:57:04,clear,
,driving_licence,2046-10-30,GRC,,,,,2017-07-08 08:41:47,clear,
Female,driving_licence,2022-08-03,GBR,,,,,2017-07-08 08:52:40,clear,
,driving_licence,2030-09-16,POL,,,,,2017-07-08 10:19:08,clear,
Female,driving_licence,2026-02-19,GBR,,,,,2017-07-08 11:30:55,clear,
,driving_licence,2023-01-31,IRL,,,,,2017-07-08 11:49:42,clear,
Female,national_identity_card,2024-06-09,SVN,SVN,,,,2017-07-08 13:02:49,clear,
Female,passport,2019-07-16,LTU,LTU,,,,2017-07-08 13:16:44,clear,
Female,passport,2022-04-12,IRL,IRL,,,,2017-07-08 13:32:50,clear,
Male,passport,2025-08-23,GBR,GBR,,,,2017-07-08 13:51:59,clear,
,driving_licence,2024-06-09,ESP,,,,,2017-07-08 14:08:57,clear,
Male,passport,2022-08-16,GBR,GBR,,,,2017-07-08 14:09:14,clear,
Male,national_identity_card,,FRA,,2011-03,,,2017-07-08 15:02:41,clear,
Male,passport,2024-03-31,GBR,GBR,,,,2017-07-08 15:20:35,clear,
Female,passport,2026-08-07,GBR,GBR,,,,2017-07-08 17:16:49,clear,
,driving_licence,2018-05-22,IRL,,,,,2017-07-08 17:26:03,clear,
Male,national_identity_card,2019-12-14,LTU,,,,,2017-07-08 18:49:05,clear,
Male,passport,2022-10-17,GBR,GBR,,,,2017-07-08 21:52:52,clear,
Female,driving_licence,2023-04-26,GBR,,,,,2017-07-09 07:48:29,clear,
Male,driving_licence,2023-07-15,GBR,,,,,2017-07-09 09:03:33,clear,
Male,national_identity_card,2018-08-08,PRT,PRT,,,,2017-07-09 09:38:32,clear,
Male,passport,2020-03-04,SEN,SEN,,,,2017-07-09 10:14:28,clear,
Male,national_identity_card,,FRA,,2016-07,,,2017-07-09 11:26:14,clear,
,driving_licence,2011-03-23,ITA,,,,,2017-07-09 11:40:54,consider,
,driving_licence,2029-07-03,POL,,,,,2017-07-09 12:12:46,clear,
,driving_licence,,IRL,,,,,2017-07-09 13:30:45,clear,
Male,passport,2021-07-14,GBR,GBR,,,,2017-07-09 14:51:40,clear,
Male,driving_licence,2018-01-05,GBR,,,,,2017-07-09 16:15:34,clear,
Male,national_identity_card,,FRA,,2007-11,,,2017-07-09 16:54:33,clear,
Male,passport,2027-02-26,FRA,FRA,,,,2017-07-09 18:05:22,clear,
Male,driving_licence,2020-10-29,GBR,,,,,2017-07-09 19:36:52,clear,
Male,national_identity_card,2020-03-12,PRT,PRT,,,,2017-07-09 19:57:24,clear,
Male,national_identity_card,2024-09-04,CZE,CZE,,,,2017-07-09 20:05:44,clear,
Female,passport,2018-09-25,ESP,ESP,,,,2017-07-09 21:20:42,clear,
Female,passport,2022-11-21,TWN,TWN,,,,2017-07-09 21:31:56,clear,
,driving_licence,,POL,,,,,2017-07-09 22:28:24,clear,
Male,driving_licence,2024-09-22,GBR,,,,,2017-07-10 07:14:36,clear,
Male,national_identity_card,,FRA,,2008-12,,,2017-07-10 09:04:39,clear,
Female,driving_licence,2026-07-05,GBR,,,,,2017-07-10 09:22:20,clear,
Female,driving_licence,2018-09-12,GBR,,,,,2017-07-10 09:40:29,clear,
Male,passport,2022-02-21,FRA,FRA,,,,2017-07-10 09:44:03,clear,
Male,passport,2023-04-08,IRL,IRL,,,,2017-07-10 09:49:50,clear,
,driving_licence,,PRT,,,,,2017-07-10 10:30:55,clear,
Male,national_identity_card,2023-12-10,ESP,ESP,,,,2017-07-10 10:49:15,clear,
Male,national_identity_card,2021-04-04,IRL,,,,,2017-07-10 11:06:56,clear,
Male,passport,2020-06-19,NZL,NZL,,,,2017-07-10 12:31:32,clear,
Female,national_identity_card,2022-09-05,POL,POL,,,,2017-07-10 12:41:44,clear,
Male,driving_licence,2026-09-09,GBR,,,,,2017-07-10 12:44:47,clear,
Female,national_identity_card,2021-03-22,PRT,PRT,,,,2017-07-10 13:05:09,clear,
Male,passport,2017-10-26,GRC,GRC,,,,2017-07-10 13:21:59,clear,
Female,driving_licence,2020-09-07,GBR,,,,,2017-07-10 13:51:29,clear,
Male,national_identity_card,2025-11-27,POL,POL,,,,2017-07-10 14:41:45,clear,
Male,national_identity_card,2025-12-02,POL,POL,,,,2017-07-10 14:59:01,clear,
Male,driving_licence,2027-05-31,GBR,,,,,2017-07-10 16:05:40,clear,
Male,national_identity_card,2022-08-30,POL,POL,,,,2017-07-10 16:42:54,clear,
,driving_licence,,POL,,,,,2017-07-10 18:10:37,clear,
Male,passport,2025-01-08,IRL,IRL,,,,2017-07-10 21:01:58,clear,
Male,national_identity_card,2021-12-27,ESP,ESP,,,,2017-07-10 21:12:09,clear,
Male,national_identity_card,2018-05-06,PRT,PRT,,,,2017-07-10 22:42:51,clear,
,driving_licence,2017-07-25,IRL,,,,,2017-07-10 23:13:07,clear,
Male,passport,2023-02-06,GBR,GBR,,,,2017-07-11 06:05:58,clear,
Female,passport,2023-11-27,IRL,IRL,,,,2017-07-11 07:12:10,clear,
Male,national_identity_card,2020-02-02,ESP,ESP,,,,2017-07-11 07:59:09,clear,
Female,national_identity_card,2019-02-18,PRT,PRT,,,,2017-07-11 08:46:59,clear,
Male,driving_licence,2026-02-25,GBR,,,,,2017-07-11 09:01:50,clear,
,,,,,,,,2017-07-11 09:21:47,consider,
Male,passport,2019-10-30,GBR,GBR,,,,2017-07-11 09:28:02,clear,
Male,passport,2027-03-12,FRA,FRA,,,,2017-07-11 09:38:21,clear,
Male,national_identity_card,2022-02-16,POL,POL,,,,2017-07-11 11:54:35,clear,
Female,driving_licence,2027-01-23,GBR,,,,,2017-07-11 12:44:36,clear,
Male,national_identity_card,2018-04-28,PRT,PRT,,,,2017-07-11 12:52:49,clear,
Female,national_identity_card,2022-03-21,PRT,PRT,,,,2017-07-11 12:54:14,clear,
Male,passport,2025-08-12,GBR,GBR,,,,2017-07-11 13:50:28,clear,
Male,passport,2019-04-27,GBR,GBR,,,,2017-07-11 13:59:05,clear,
Male,driving_licence,2019-10-28,GBR,,,,,2017-07-11 14:05:07,clear,
Male,national_identity_card,2019-01-12,ESP,ESP,,,,2017-07-11 14:32:18,clear,
Female,driving_licence,2026-11-10,GBR,,,,,2017-07-11 15:27:42,clear,
Male,passport,2027-02-15,FRA,FRA,,,,2017-07-11 15:47:10,clear,
,driving_licence,2027-03-02,IRL,,,,,2017-07-11 15:53:10,clear,
Male,national_identity_card,2023-12-02,CHE,CHE,,,,2017-07-11 16:12:02,clear,
,,,,,,,,2017-07-11 16:20:25,consider,
Female,driving_licence,2023-03-11,GBR,,,,,2017-07-11 16:43:51,clear,
,,,,,,,,2017-07-11 16:47:05,consider,
,driving_licence,2055-03-30,GRC,,,,,2017-07-11 17:13:46,clear,
Male,passport,2018-09-06,GRC,GRC,,,,2017-07-11 17:47:18,clear,
Female,driving_licence,2026-12-05,GBR,,,,,2017-07-11 17:48:15,clear,
Female,driving_licence,2027-03-16,GBR,,,,,2017-07-11 18:33:06,clear,
,,,,,,,,2017-07-11 18:44:05,consider,
Male,national_identity_card,2019-07-24,EST,EST,,,,2017-07-11 18:50:36,clear,
,,,,,,,,2017-07-11 19:13:46,consider,
Female,national_identity_card,2021-07-13,BGR,BGR,,,,2017-07-11 19:30:59,clear,
Male,national_identity_card,2025-02-20,POL,,,,,2017-07-11 19:59:00,clear,
Male,passport,2025-08-03,IRL,IRL,,,,2017-07-11 20:06:56,clear,
Female,passport,2027-06-20,IRL,IRL,,,,2017-07-11 20:12:32,clear,
Male,driving_licence,2023-01-15,GBR,,,,,2017-07-11 21:00:17,clear,
Male,driving_licence,2021-02-18,GBR,,,,,2017-07-11 21:11:46,clear,
Male,passport,2024-10-23,IND,IND,,,,2017-07-11 21:59:07,clear,
,,,,,,,,2017-07-11 22:18:53,consider,
Male,passport,2022-04-14,GRC,GRC,,,,2017-07-11 23:53:32,clear,
Female,national_identity_card,2020-04-15,LTU,LTU,,,,2017-07-12 05:41:27,clear,
Male,national_identity_card,2024-01-08,LTU,LTU,,,,2017-07-12 06:20:26,clear,
Female,passport,2024-04-21,IRL,IRL,,,,2017-07-12 06:25:35,clear,
Female,national_identity_card,2020-09-02,LTU,LTU,,,,2017-07-12 07:40:53,clear,
,driving_licence,2023-02-14,ESP,,,,,2017-07-12 07:57:05,clear,
Female,driving_licence,2018-03-14,GBR,,,,,2017-07-12 08:26:06,clear,
Male,passport,2025-03-05,FRA,FRA,,,,2017-07-12 10:00:32,clear,
,national_identity_card,2017-08-24,DEU,DEU,,,,2017-07-12 10:17:27,clear,
Male,driving_licence,2022-07-25,GBR,,,,,2017-07-12 11:03:28,clear,
,driving_licence,2021-02-17,ROU,,,,,2017-07-12 11:45:03,clear,
Female,national_identity_card,2022-06-18,ROU,ROU,,,,2017-07-12 11:51:44,clear,
,driving_licence,2025-05-14,LTU,,,,,2017-07-12 12:12:13,clear,
Male,driving_licence,2025-07-20,GBR,,,,,2017-07-12 12:18:28,clear,
Male,passport,2021-06-13,ROU,ROU,,,,2017-07-12 12:33:33,clear,
Male,passport,2020-05-12,IRL,IRL,,,,2017-07-12 12:44:56,clear,
,,,,,,,,2017-07-12 14:03:21,consider,
Male,passport,2020-07-12,FRA,FRA,,,,2017-07-12 14:24:45,clear,
Male,national_identity_card,2020-04-16,PRT,PRT,,,,2017-07-12 15:34:01,clear,
Male,national_identity_card,2021-09-04,ROU,ROU,,,,2017-07-12 15:41:41,clear,
Male,driving_licence,2023-09-27,GBR,,,,,2017-07-12 15:48:51,clear,
Male,driving_licence,2025-11-20,GBR,,,,,2017-07-12 16:22:56,clear,
,,,,,,,,2017-07-12 17:03:18,consider,
Male,passport,2027-05-17,GBR,GBR,,,,2017-07-12 17:07:48,clear,
Male,driving_licence,2025-10-27,GBR,,,,,2017-07-12 17:20:16,clear,
,driving_licence,2023-12-23,CZE,,,,,2017-07-12 17:21:12,clear,
Male,national_identity_card,2025-08-24,HUN,HUN,,,,2017-07-12 17:27:58,clear,
Male,national_identity_card,2025-06-10,BEL,BEL,,,,2017-07-12 17:59:41,clear,
Male,national_identity_card,2023-02-25,CZE,CZE,,,,2017-07-12 18:20:01,clear,
Female,driving_licence,2021-02-22,GBR,,,,,2017-07-12 18:34:08,clear,
,,,,,,,,2017-07-12 18:53:20,consider,
Male,passport,2024-11-04,FRA,FRA,,,,2017-07-12 18:56:03,clear,
Male,passport,2018-06-16,TUN,TUN,,,,2017-07-12 18:57:42,clear,
Male,passport,2025-04-03,NLD,NLD,,,,2017-07-12 19:09:52,clear,
Male,passport,2021-02-16,GBR,GBR,,,,2017-07-12 19:16:00,clear,
,,,,,,,,2017-07-12 19:40:37,consider,
Male,driving_licence,2026-03-04,GBR,,,,,2017-07-12 19:42:56,clear,
Female,driving_licence,2025-10-21,GBR,,,,,2017-07-12 19:47:34,clear,
